RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVG,TOTAL DISTANCE,TOTAL DRIVES
102,104,Hal Sutton,81,285.5,"45,679",160
103,105,Brian Henninger,56,285.3,"31,381",110
103,105,Jay Williamson,93,285.3,"51,919",182
105,107,Lee Janzen,83,285.2,"45,345",159
106,108,Arron Oberholser,80,285.1,"45,050",158
107,109,John Huston,76,284.8,"42,715",150
108,110,Joey Sindelar,93,284.6,"51,799",182
109,111,Steve Stricker,59,284.5,"31,862",112
110,112,Alex Cejka,98,284.4,"51,189",180
110,112,Billy Andrade,100,284.4,"56,317",198
112,114,Tim Petrovic,108,284.2,"58,551",206
113,115,Billy Mayfair,105,284.0,"59,647",210
114,116,David Peoples,96,283.8,"53,919",190
115,118,John Rollins,89,283.6,"47,643",168
116,116,Jerry Kelly,108,283.5,"58,405",206
117,119,Paul Azinger,73,283.4,"41,374",146
118,120,Akio Sadakata,83,283.3,"45,335",160
119,121,Ben Curtis,69,283.2,"38,517",136
119,121,Peter Jacobsen,75,283.2,"42,196",149
121,123,Todd Fischer,97,283.1,"53,230",188
121,123,"Dave Stockton, Jr.",79,283.1,"43,025",152
121,123,Dicky Pride,73,283.1,"40,773",144
124,126,Dan Forsman,98,282.9,"55,448",196
125,127,José Coceres,62,282.8,"35,062",124
126,128,Kaname Yokoo,56,282.7,"29,970",106
127,129,Mark Wilson,82,282.1,"44,577",158
128,131,Carl Pettersson,80,281.8,"43,965",156
128,130,Kirk Triplett,92,281.8,"50,166",178
130,132,Frank Lickliter II,94,281.6,"50,679",180
131,133,Jim Furyk,104,281.3,"56,534",201
131,135,Aaron Barber,94,281.3,"52,325",186
133,136,Hidemichi Tanaka,112,281.1,"62,959",224
133,136,Joel Edwards,60,281.1,"33,735",120
135,138,Kenichi Kuboya,91,281.0,"49,458",176
135,138,Jesper Parnevik,102,281.0,"55,911",199
135,134,Chris DiMarco,98,281.0,"52,268",186
138,141,Scott Laycock,71,280.6,"38,157",136
138,141,Jeff Sluman,106,280.6,"58,356",208
140,143,Rocco Mediate,80,280.5,"43,197",154
141,144,Jim Carter,95,280.3,"51,583",184
142,145,Skip Kendall,110,280.2,"60,806",217
143,140,Nick Price,65,280.1,"34,730",124
144,146,Chris Anderson,96,279.7,"53,140",190
145,147,Spike McRoy,103,279.6,"56,484",202
146,149,Michael Clark II,54,279.5,"29,622",106
147,147,Chris Riley,96,279.3,"50,278",180
147,150,Bob Estes,92,279.3,"50,835",182
149,151,Jay Haas,89,279.2,"46,348",166
150,152,Heath Slocum,101,279.1,"54,433",195
150,153,Justin Leonard,80,279.1,"41,871",150
152,154,Shigeki Maruyama,87,278.9,"47,419",170
153,155,Len Mattiace,94,278.7,"51,839",186
154,156,Jay Don Blake,77,278.4,"41,202",148
154,156,Dean Wilson,82,278.4,"45,101",162
156,158,Glen Day,103,278.3,"55,657",200
156,158,Richard Johnson,89,278.3,"48,985",176
158,160,Donnie Hammond,92,278.2,"50,639",182
158,160,Jeff Maggert,81,278.2,"45,075",162
160,162,Doug Barron,90,278.1,"48,940",176
160,162,Matt Gogel,77,278.1,"40,045",144
160,162,Brian Gay,100,278.1,"53,949",194
160,162,Bob Burns,88,278.1,"46,716",168
164,166,Pat Bates,111,278.0,"59,493",214
165,167,Dudley Hart,66,277.9,"36,407",131
165,167,Notah Begay III,92,277.9,"49,742",179
167,169,Mark O'Meara,69,277.5,"36,625",132
168,170,David Frost,80,277.2,"43,790",158
169,171,Gene Sauers,87,277.0,"47,095",170
170,172,Esteban Toledo,109,276.7,"58,374",211
171,173,Brad Faxon,97,276.6,"51,997",188
172,174,J.P. Hayes,79,276.5,"43,680",158
173,175,Scott Verplank,97,275.5,"52,887",192
174,177,Matt Kuchar,63,275.3,"33,317",121
174,177,Luke Donald,88,275.3,"48,458",176
176,179,Robert Damron,96,275.2,"52,562",191
177,180,Olin Browne,113,274.2,"59,774",218
178,180,Fred Funk,112,274.1,"59,757",218
179,182,John Maginnes,87,273.7,"47,082",172
180,183,Tim Clark,79,273.3,"42,089",154
181,184,Tom Byrum,97,272.7,"52,363",192
182,185,Bernhard Langer,65,272.3,"34,858",128
183,186,Steven Alker,87,272.2,"45,999",169
184,187,Mark Brooks,90,271.9,"46,765",172
185,188,Glen Hnatiuk,92,271.1,"48,260",178
186,189,Gavin Coles,69,271.0,"35,228",130
187,190,Paul Goydos,86,270.9,"44,420",164
188,191,Jeff Klein,60,270.1,"30,787",114
189,192,Corey Pavin,88,268.9,"45,707",170
190,193,Loren Roberts,87,265.9,"45,202",170
