RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS
47,42,Justin Thomas,91,.272,18.528,68
48,67,Tiger Woods,68,.266,15.703,59
49,49,Michael Kim,74,.259,14.005,54
50,50,Jonas Blixt,67,.244,11.722,48
51,51,Ben Silverman,90,.238,18.085,76
51,46,Aaron Wise,90,.238,19.071,80
53,57,Tony Finau,105,.232,18.774,81
54,52,David Lingmerth,82,.229,15.774,69
55,53,Brandon Harkins,101,.225,19.146,85
56,54,Ian Poulter,73,.223,11.143,50
57,55,Harris English,84,.222,15.063,68
58,58,Charles Howell III,104,.219,17.092,78
59,60,Chesson Hadley,103,.208,18.555,89
60,61,Zach Johnson,94,.206,14.836,72
61,62,Zac Blair,64,.203,9.346,46
62,63,Cody Gribble,71,.201,10.839,54
63,64,Nick Watney,94,.200,15.999,80
63,64,William McGirt,84,.200,14.970,75
65,66,Anirban Lahiri,82,.199,13.322,67
66,70,Xander Schauffele,96,.196,14.079,72
67,67,Chez Reavie,93,.192,11.495,60
68,71,Roberto Díaz,72,.168,9.410,56
68,87,Brooks Koepka,64,.168,9.058,54
70,72,John Huh,94,.167,13.730,82
70,72,Russell Henley,77,.167,9.704,58
72,75,Brian Stuard,103,.164,14.398,88
72,69,Patrick Reed,94,.164,10.317,63
74,76,Danny Lee,88,.156,10.927,70
75,77,Kiradech Aphibarnrat,51,.138,4.700,34
76,78,J.T. Poston,73,.135,7.712,57
77,74,Paul Casey,74,.133,6.537,49
78,59,Hideki Matsuyama,75,.132,7.507,57
79,79,Adam Schenk,86,.130,8.564,66
80,89,Marc Leishman,93,.126,9.234,73
81,81,Martin Piller,79,.119,7.943,67
82,82,Ben Martin,64,.118,6.722,57
83,83,Jonathan Randolph,71,.115,6.913,60
83,83,Pat Perez,82,.115,5.873,51
83,55,Cameron Smith,85,.115,6.990,61
86,85,D.A. Points,63,.110,5.274,48
87,87,Bronson Burgoon,69,.107,6.124,57
88,89,Adam Hadwin,92,.106,7.013,66
89,91,Sam Saunders,80,.094,6.304,67
90,92,Nate Lashley,51,.082,2.854,35
91,93,Charl Schwartzel,65,.081,3.381,42
92,94,Troy Merritt,89,.077,5.594,73
93,95,Kelly Kraft,94,.075,5.535,74
94,97,"Ted Potter, Jr.",87,.074,5.736,77
95,98,Chris Kirk,108,.073,6.996,96
96,99,Trey Mullinax,75,.072,4.243,59
97,80,Rory McIlroy,64,.060,3.073,51
98,100,Rory Sabbatini,91,.059,4.449,75
99,101,Chris Stroud,81,.053,3.098,58
100,102,Kevin Tway,110,.052,4.722,90
100,102,Andrew Putnam,97,.052,4.008,77
102,104,Scott Brown,102,.049,3.967,81
103,105,Rob Oppenheim,74,.045,2.413,54
104,95,Kyle Stanley,93,.037,2.505,67
105,106,Talor Gooch,78,.031,1.903,62
106,86,Patton Kizzire,92,.030,2.321,78
107,107,Charley Hoffman,87,.026,1.789,68
108,108,Ryan Blaum,81,.025,1.790,72
108,108,Billy Hurley III,70,.025,1.419,57
110,110,Jason Kokrak,99,.022,1.931,88
111,111,Peter Uihlein,83,.021,1.352,65
112,112,Jamie Lovemark,92,.010,.810,78
113,113,Alex Cejka,77,.009,.557,60
114,122,Gary Woodland,96,.007,.483,70
115,114,Fabián Gómez,88,.001,.062,71
115,117,Bubba Watson,90,.001,.063,68
117,115,Tyrone Van Aswegen,101,-.010,-.821,83
117,115,Andrew Landry,82,-.010,-.752,73
119,118,Blayne Barber,69,-.022,-1.324,60
120,119,Harold Varner III,91,-.024,-1.770,74
121,120,Ethan Tracy,72,-.026,-1.403,54
121,120,Louis Oosthuizen,62,-.026,-1.214,46
123,123,Matt Jones,70,-.034,-1.616,47
123,123,Shawn Stefani,76,-.034,-2.045,60
123,123,Jordan Spieth,81,-.034,-2.224,66
126,126,Tom Lovelady,87,-.049,-3.410,69
127,127,Abraham Ancer,98,-.056,-4.648,83
128,128,Aaron Baddeley,84,-.057,-3.973,70
129,129,Ryan Armour,109,-.058,-5.545,96
129,129,Jason Dufner,71,-.058,-3.003,52
131,131,Jhonattan Vegas,92,-.059,-3.779,64
131,131,Bill Haas,76,-.059,-3.923,66
133,133,Cheng Tsung Pan,104,-.067,-5.470,82
134,134,Scott Stallings,96,-.070,-5.618,80
135,135,Brice Garnett,99,-.076,-6.170,81
136,136,Vaughn Taylor,83,-.080,-5.580,70
137,137,Robert Streb,78,-.081,-4.830,60
138,138,Russell Knox,94,-.088,-6.538,74
139,139,Lanto Griffin,80,-.096,-5.733,60
140,140,Cameron Tringale,67,-.104,-5.287,51
141,141,Jonathan Byrd,70,-.106,-5.087,48
142,142,Richy Werenski,98,-.109,-8.087,74
143,143,David Hearn,66,-.127,-6.329,50
144,144,Steve Wheatcroft,60,-.128,-5.887,46
145,145,Stephan Jaeger,81,-.144,-9.090,63
146,146,J.J. Spaun,85,-.149,-10.580,71
147,147,Jon Rahm,71,-.151,-7.685,51
148,148,James Hahn,85,-.152,-10.517,69
149,149,Tom Hoge,101,-.162,-13.429,83
150,150,Conrad Shindler,60,-.166,-7.325,44
151,151,Si Woo Kim,108,-.168,-13.138,78
152,153,Mackenzie Hughes,80,-.177,-12.011,68
153,152,Patrick Cantlay,87,-.182,-12.177,67
154,154,Lucas Glover,65,-.186,-8.573,46
155,155,Matt Atkins,56,-.198,-7.907,40
156,156,Cameron Percy,56,-.205,-8.387,41
157,157,Henrik Stenson,60,-.207,-9.092,44
157,157,Sean O'Hair,67,-.207,-11.802,57
157,157,J.B. Holmes,77,-.207,-14.110,68
160,160,Sung Kang,89,-.235,-15.725,67
161,161,Kevin Streelman,94,-.250,-20.473,82
162,162,Hudson Swafford,73,-.260,-13.534,52
163,163,Ryan Moore,78,-.271,-17.864,66
164,164,Joel Dahmen,93,-.277,-19.670,71
165,165,Byeong Hun An,86,-.285,-20.820,73
165,165,Adam Scott,78,-.285,-17.092,60
167,167,Shane Lowry,64,-.286,-14.582,51
168,168,Martin Flores,92,-.289,-20.822,72
169,169,Nick Taylor,94,-.312,-23.072,74
170,170,Kevin Chappell,77,-.344,-21.350,62
171,171,Stewart Cink,87,-.345,-23.115,67
172,172,Sam Ryder,82,-.349,-24.436,70
173,173,Grayson Murray,72,-.350,-20.673,59
174,175,Keegan Bradley,98,-.358,-28.640,80
175,174,Matt Every,79,-.364,-22.202,61
176,176,Corey Conners,97,-.385,-30.426,79
177,178,Retief Goosen,60,-.411,-16.460,40
178,179,Rod Pampling,62,-.421,-18.964,45
179,180,Xinjun Zhang,81,-.437,-24.885,57
180,181,Chad Campbell,87,-.454,-30.441,67
181,182,Luke List,98,-.467,-36.446,78
182,183,Francesco Molinari,73,-.487,-27.741,57
183,184,Keith Mitchell,99,-.504,-41.841,83
184,185,Ryan Palmer,69,-.528,-31.665,60
185,186,Tyler Duncan,97,-.566,-45.865,81
186,187,J.J. Henry,81,-.569,-35.860,63
186,187,Robert Garrigus,80,-.569,-38.672,68
186,187,Scott Piercy,84,-.569,-38.686,68
189,190,Brendan Steele,74,-.576,-31.096,54
190,191,Andrew Yun,51,-.600,-20.385,34
191,192,Satoshi Kodaira,51,-.645,-25.795,40
192,193,Zecheng Dou,53,-.667,-24.010,36
193,194,Kyle Thompson,50,-.750,-27.018,36
