RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
55,59,Webb Simpson,92,63.30,778,"1,229"
56,60,Bob Estes,66,63.11,580,919
57,62,Aaron Watkins,46,63.03,387,614
58,63,Charlie Wi,75,63.02,622,987
59,64,Cameron Tringale,80,62.89,700,"1,113"
60,51,Luke Donald,60,62.87,508,808
61,58,Keegan Bradley,88,62.82,767,"1,221"
62,65,Greg Chalmers,77,62.80,638,"1,016"
62,65,Will Claxton,67,62.80,552,879
64,68,Y.E. Yang,56,62.79,491,782
65,69,Jim Herman,59,62.71,481,767
66,71,Lee Westwood,70,62.59,604,965
67,55,Brandt Snedeker,79,62.57,692,"1,106"
68,73,Stuart Appleby,88,62.53,731,"1,169"
69,53,Tiger Woods,61,62.50,525,840
70,75,Scott Langley,79,62.45,652,"1,044"
71,76,Ian Poulter,59,62.42,465,745
71,76,David Mathis,71,62.42,583,934
73,78,Chris Stroud,88,62.40,765,"1,226"
73,72,Nick Watney,88,62.40,750,"1,202"
75,79,Rod Pampling,46,62.35,366,587
76,80,Scott Brown,65,62.32,564,905
77,61,Bill Haas,85,62.31,734,"1,178"
77,81,Vijay Singh,61,62.31,529,849
79,83,William McGirt,75,62.30,651,"1,045"
80,85,Rickie Fowler,75,62.27,647,"1,039"
81,86,David Hearn,88,62.08,763,"1,229"
81,86,Daniel Summerhays,83,62.08,717,"1,155"
83,88,Fabián Gómez,65,61.88,560,905
84,81,Adam Scott,61,61.84,517,836
85,89,Lucas Glover,65,61.62,557,904
86,90,Brendan Steele,86,61.56,703,"1,142"
87,91,Kevin Chappell,80,61.52,686,"1,115"
88,92,Michael Thompson,66,61.39,566,922
89,93,Martin Kaymer,61,61.36,497,810
89,93,Justin Bolli,59,61.36,470,766
91,95,Pat Perez,69,61.35,589,960
92,84,Sergio Garcia,65,61.28,538,878
93,97,Luke Guthrie,82,61.24,700,"1,143"
94,98,Trevor Immelman,73,61.19,588,961
95,99,Ben Crane,62,60.94,493,809
95,99,Geoff Ogilvy,57,60.94,482,791
97,101,Andrew Svoboda,46,60.91,374,614
98,102,Martin Laird,68,60.78,575,946
99,103,Josh Teater,86,60.77,694,"1,142"
100,104,Chad Campbell,78,60.70,644,"1,061"
101,105,Brian Harman,89,60.64,718,"1,184"
102,106,John Senden,79,60.57,659,"1,088"
103,107,Ben Curtis,59,60.55,485,801
104,108,John Merrick,79,60.51,668,"1,104"
105,109,Derek Ernst,58,60.49,490,810
106,111,Ricky Barnes,74,60.31,588,975
107,112,Robert Karlsson,56,60.19,437,726
108,113,Steve LeBrun,66,60.16,521,866
109,114,Henrik Norlander,70,60.13,570,948
110,110,Charl Schwartzel,69,59.87,570,952
111,115,Charlie Beljan,62,59.86,519,867
112,116,Lee Williams,62,59.76,499,835
112,116,Greg Owen,73,59.76,591,989
114,118,Rory Sabbatini,86,59.72,682,"1,142"
115,119,Chris Kirk,89,59.65,742,"1,244"
116,120,Robert Streb,75,59.57,588,987
116,120,Charley Hoffman,84,59.57,697,"1,170"
118,122,Kyle Stanley,71,59.54,593,996
119,123,Carl Pettersson,82,59.43,665,"1,119"
120,124,Cameron Percy,68,59.28,546,921
121,125,David Lynn,70,59.27,572,965
122,126,Bud Cauley,67,59.16,520,879
123,127,Matt Every,89,58.94,732,"1,242"
124,128,Matt Kuchar,93,58.93,716,"1,215"
125,130,Marc Leishman,77,58.77,633,"1,077"
126,131,Bubba Watson,76,58.73,602,"1,025"
126,131,Scott Stallings,79,58.73,649,"1,105"
128,133,Johnson Wagner,64,58.69,493,840
129,134,Harris English,95,58.65,776,"1,323"
130,135,James Hahn,78,58.58,604,"1,031"
131,136,Camilo Villegas,79,58.56,612,"1,045"
131,136,John Rollins,77,58.56,595,"1,016"
133,138,Stephen Ames,49,58.53,398,680
134,139,Scott Gardiner,61,58.52,481,822
135,140,Sangmoon Bae,83,58.39,675,"1,156"
135,140,Padraig Harrington,52,58.39,400,685
137,142,Brad Fritsch,81,58.06,623,"1,073"
138,129,Jason Day,86,58.03,647,"1,115"
139,143,Alistair Presnell,59,58.01,460,793
140,144,Rory McIlroy,56,57.92,446,770
141,145,Robert Allenby,58,57.87,452,781
142,146,Jeff Overton,78,57.83,628,"1,086"
143,147,Ernie Els,63,57.72,501,868
143,147,Morgan Hoffmann,64,57.72,516,894
145,150,Ryan Palmer,79,57.69,634,"1,099"
146,151,Gary Woodland,94,57.60,724,"1,257"
147,152,Eric Meierdierks,48,57.50,368,640
148,153,Andres Romero,63,57.35,472,823
149,149,Phil Mickelson,78,57.30,624,"1,089"
150,154,Stewart Cink,71,57.19,565,988
151,155,Erik Compton,74,56.89,586,"1,030"
152,156,Jonas Blixt,76,56.54,601,"1,063"
153,157,Tommy Gainey,84,56.34,662,"1,175"
154,158,Peter Hanson,45,56.31,339,602
155,159,Freddie Jacobson,63,56.26,472,839
156,160,Ángel Cabrera,73,56.19,572,"1,018"
157,161,Patrick Reed,83,56.13,650,"1,158"
158,162,Sean O'Hair,56,55.66,433,778
159,163,Ryo Ishikawa,72,55.48,542,977
160,164,Michael Bradley,56,55.46,401,723
161,165,Troy Matteson,68,55.39,509,919
162,166,Robert Garrigus,69,55.37,500,903
163,167,Mike Weir,60,55.07,445,808
164,168,Shawn Stefani,63,54.97,481,875
165,169,Casey Wittenberg,72,54.61,533,976
166,170,James Driscoll,76,53.89,540,"1,002"
167,171,Nicolas Colsaerts,50,53.80,354,658
168,172,Martin Flores,83,53.67,621,"1,157"
169,173,Scott Piercy,78,53.57,563,"1,051"
170,175,Tag Ridings,69,53.38,482,903
171,174,Dustin Johnson,71,53.36,524,982
172,176,Jason Kokrak,78,53.17,578,"1,087"
173,177,Charles Howell III,87,53.11,631,"1,188"
174,178,Steven Bowditch,67,53.04,480,905
175,179,Tim Herron,45,52.24,327,626
176,180,Jimmy Walker,84,52.18,610,"1,169"
177,181,Bobby Gates,49,51.59,324,628
178,182,Seung-Yul Noh,71,51.50,481,934
179,183,Aaron Baddeley,68,50.71,465,917
180,184,Luke List,65,45.58,387,849
