RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS
51,54,Marco Dawson,87,.219,16.896,77
52,55,Danny Ellis,68,.214,12.863,60
52,55,Harrison Frazar,95,.214,16.032,75
52,55,Eric Axley,91,.214,16.919,79
55,48,J.J. Henry,96,.196,15.112,77
56,58,Ian Poulter,53,.194,8.161,42
57,59,Arjun Atwal,97,.190,15.575,82
58,60,Robert Allenby,79,.188,11.272,60
59,61,Chris Smith,67,.181,10.688,59
59,61,Greg Kraft,79,.181,12.127,67
61,63,John Cook,67,.180,9.876,55
62,47,Arron Oberholser,82,.167,10.381,62
63,64,Shigeki Maruyama,94,.162,12.978,80
64,65,David Duval,71,.157,8.331,53
65,68,Ted Purdy,103,.145,11.622,80
66,69,Frank Lickliter II,99,.140,11.865,85
67,70,Jeff Sluman,101,.138,11.427,83
67,65,Lucas Glover,105,.138,11.844,86
69,71,Shaun Micheel,96,.133,10.399,78
70,72,Tommy Armour III,65,.130,6.863,53
71,67,Retief Goosen,68,.129,5.912,46
72,73,Brandt Jobe,91,.125,8.719,70
73,74,Charley Hoffman,100,.123,10.959,89
74,75,Chris Riley,86,.122,8.408,69
75,77,Tim Petrovic,95,.120,9.920,83
76,78,Charles Howell III,96,.110,8.713,79
77,79,Steve Flesch,119,.108,11.104,103
78,80,Ron Whittaker,81,.105,7.425,71
79,81,Billy Mayfair,94,.103,7.905,77
80,82,D.A. Points,82,.102,7.274,71
80,82,John Rollins,93,.102,7.766,76
82,84,Skip Kendall,72,.100,5.915,59
83,85,Fred Funk,106,.096,8.135,85
84,87,J.L. Lewis,57,.086,4.286,50
85,88,Duffy Waldorf,96,.084,6.867,82
85,88,Doug Barron,74,.084,5.604,67
87,90,Scott Verplank,88,.081,5.505,68
87,90,Ryan Palmer,101,.081,6.672,82
89,93,Ben Curtis,86,.077,5.126,67
89,92,Shane Bertsch,104,.077,6.901,90
91,94,Henrik Bjornstad,97,.071,6.290,89
92,96,Jason Gore,86,.065,4.715,72
92,96,Hunter Mahan,98,.065,5.743,89
94,98,James Driscoll,80,.064,4.839,76
95,99,Kevin Sutherland,100,.063,5.480,87
96,100,Jason Schultz,77,.060,3.873,65
97,101,Kirk Triplett,58,.059,2.907,49
98,86,Trevor Immelman,86,.058,4.243,73
99,76,Vijay Singh,103,.055,4.638,84
100,102,Bo Van Pelt,102,.047,4.247,90
101,95,Zach Johnson,98,.045,3.450,77
102,103,Tjaart van der Walt,60,.043,2.251,52
103,104,J.P. Hayes,55,.038,1.905,50
104,105,Chris DiMarco,83,.033,2.027,61
105,106,Ryuji Imada,105,.032,2.770,87
106,107,Joe Ogilvie,95,.023,1.812,78
107,108,Brian Bateman,69,.022,1.277,59
108,109,Bob Estes,85,.017,1.307,75
109,110,Jerry Kelly,100,.010,.839,84
110,111,Mike Sposa,68,.002,.096,58
111,112,"John Engler, Jr.",69,-.001,-.044,63
112,113,Briny Baird,81,-.005,-.368,70
113,132,Ernie Els,69,-.007,-.332,47
114,114,Alex Aragon,63,-.011,-.615,54
115,115,Troy Matteson,101,-.014,-1.213,88
115,115,Dudley Hart,83,-.014,-.968,71
117,117,Justin Rose,98,-.021,-1.802,86
118,118,Nick Watney,97,-.022,-1.923,86
119,119,Mike Weir,88,-.035,-2.181,63
120,120,Steve Jones,83,-.036,-2.453,69
120,120,Ryan Hietala,61,-.036,-1.817,51
122,122,Bob Tway,81,-.047,-3.162,67
123,123,Justin Leonard,83,-.051,-3.296,65
124,124,John Senden,96,-.053,-4.179,79
125,125,Jeff Overton,95,-.057,-4.985,87
126,127,Jason Bohn,104,-.074,-6.558,89
127,128,Woody Austin,107,-.078,-7.221,93
128,129,Rich Beem,85,-.084,-5.435,65
129,130,Chad Campbell,91,-.086,-5.749,67
130,131,Padraig Harrington,54,-.092,-3.503,38
131,133,Hidemichi Tanaka,74,-.099,-6.433,65
132,135,Tom Lehman,70,-.109,-5.136,47
133,136,John Huston,74,-.111,-7.225,65
134,137,Steve Lowery,99,-.118,-9.771,83
135,138,Sergio Garcia,59,-.123,-4.802,39
136,164,Adam Scott,70,-.130,-6.607,51
137,139,Paul Stankowski,70,-.134,-8.450,63
138,140,Kris Cox,83,-.136,-9.812,72
139,141,Bart Bryant,87,-.138,-9.828,71
140,134,Rory Sabbatini,84,-.144,-9.237,64
141,126,Brett Wetterich,82,-.161,-11.749,73
141,142,Jerry Smith,94,-.161,-13.519,84
143,143,Todd Hamilton,72,-.164,-9.195,56
144,144,Jeff Maggert,81,-.168,-11.440,68
145,145,Sean O'Hair,100,-.170,-12.908,76
146,146,Ian Leggatt,80,-.172,-12.057,70
147,147,David Branshaw,98,-.173,-15.052,87
148,148,D.J. Trahan,92,-.179,-13.622,76
149,149,Daisuke Maruyama,83,-.182,-12.708,70
150,150,Jeff Brehaut,100,-.184,-15.608,85
151,151,Robert Gamez,94,-.194,-15.875,82
152,152,Lee Janzen,79,-.196,-13.321,68
153,153,Bubba Dickerson,98,-.203,-17.453,86
154,154,Mathias Grönberg,92,-.204,-16.125,79
155,155,Fred Couples,52,-.214,-6.862,32
156,156,Paul Goydos,72,-.215,-13.743,64
156,156,Carlos Franco,86,-.215,-16.536,77
158,158,Patrick Sheehan,104,-.223,-19.411,87
159,159,Robert Damron,91,-.225,-18.409,82
160,160,Bill Haas,99,-.228,-20.057,88
161,162,Mathew Goggin,72,-.234,-13.553,58
162,163,Bob May,65,-.238,-12.832,54
163,165,Billy Andrade,78,-.248,-14.909,60
164,166,Jeff Gove,91,-.260,-21.086,81
165,167,Bubba Watson,83,-.268,-19.262,72
166,168,Mark Calcavecchia,94,-.276,-21.787,79
167,169,Camilo Villegas,95,-.278,-22.788,82
168,170,Scott Gutschewski,53,-.288,-12.942,45
169,171,Craig Barlow,77,-.292,-16.928,58
170,172,Heath Slocum,96,-.299,-25.135,84
171,173,Roger Tambellini,64,-.306,-16.211,53
172,174,Charles Warren,93,-.311,-25.154,81
173,175,Jon Mills,68,-.325,-17.544,54
174,176,Kenny Perry,73,-.330,-19.786,60
175,177,Steve Elkington,52,-.334,-15.369,46
176,178,Greg Owen,79,-.348,-21.597,62
177,179,Robert Garrigus,85,-.370,-27.350,74
178,180,J.B. Holmes,81,-.374,-23.552,63
179,181,Joey Sindelar,90,-.381,-28.950,76
180,182,Chris Couch,75,-.386,-25.890,67
181,188,Joe Durant,101,-.401,-38.499,96
182,183,"Wes Short, Jr.",96,-.411,-34.951,85
183,184,Brian Davis,92,-.420,-34.040,81
184,185,Michael Connell,51,-.440,-18.483,42
185,186,Peter Lonard,77,-.442,-29.194,66
186,187,Will MacKenzie,91,-.443,-33.234,75
187,189,Mark Brooks,90,-.508,-37.619,74
188,190,Jonathan Kaye,95,-.563,-48.453,86
189,191,John Daly,51,-.566,-23.186,41
190,192,Omar Uresti,61,-.570,-29.090,51
191,193,Tim Herron,82,-.579,-35.919,62
192,194,Pat Perez,50,-.585,-24.559,42
193,195,Thomas Levet,53,-.703,-33.723,48
194,196,Matt Hansen,68,-.722,-41.883,58
195,197,Alex Cejka,93,-.734,-58.710,80
196,200,Nicholas Thompson,96,-.875,-68.250,78
