RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,AVERAGE,TOTAL SG:PUTTING,MEASURED ROUNDS
173,173,Vijay Singh,99,-.404,-32.738,81
174,169,Scott Stallings,78,-.405,-27.522,68
175,172,Greg Owen,90,-.416,-32.064,77
176,181,Charlie Beljan,61,-.421,-18.102,43
177,176,Chad Campbell,84,-.425,-31.015,73
178,171,Robert Allenby,76,-.428,-28.255,66
179,174,Scott Brown,65,-.468,-23.853,51
180,179,Charley Hoffman,88,-.480,-36.504,76
181,180,Ricky Barnes,92,-.488,-40.006,82
182,177,Gary Woodland,70,-.497,-26.356,53
183,183,Roland Thatcher,55,-.514,-22.622,44
184,182,Robert Karlsson,54,-.531,-21.765,41
185,184,Heath Slocum,93,-.554,-41.536,75
186,185,D.J. Trahan,73,-.579,-35.901,62
187,186,Kris Blanks,65,-.608,-36.469,60
188,188,Scott Dunlap,57,-.688,-31.655,46
189,187,Kyle Stanley,86,-.797,-55.770,70
190,189,Boo Weekley,74,-1.055,-61.185,58
191,190,Kyle Thompson,51,-1.209,-44.749,37
