RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
65,66,Bo Van Pelt,83,62.83,727,"1,157"
66,64,Chris Kirk,105,62.78,916,"1,459"
67,70,D.A. Points,75,62.56,640,"1,023"
67,70,Luke Donald,57,62.56,488,780
69,72,Keegan Bradley,89,62.36,767,"1,230"
70,69,Webb Simpson,87,62.24,732,"1,176"
71,73,George McNeill,79,62.22,685,"1,101"
71,73,Michael Thompson,74,62.22,644,"1,035"
73,66,Sergio Garcia,61,62.19,505,812
74,75,Jim Herman,62,62.18,503,809
75,77,Graham DeLaet,80,62.07,684,"1,102"
76,78,Brian Gay,81,61.99,685,"1,105"
77,79,Richard Lee,80,61.86,673,"1,088"
78,83,Jonathan Byrd,76,61.58,617,"1,002"
79,80,Hideki Matsuyama,82,61.52,689,"1,120"
80,82,Adam Scott,68,61.51,588,956
81,84,Robert Allenby,83,61.47,694,"1,129"
82,85,Woody Austin,63,61.45,507,825
83,86,Kevin Kisner,85,61.43,728,"1,185"
83,86,Troy Merritt,62,61.43,532,866
85,88,Will Wilcox,51,61.40,420,684
86,89,Sangmoon Bae,76,61.39,652,"1,062"
87,90,Ian Poulter,57,61.35,481,784
88,76,Martin Kaymer,65,61.27,549,896
89,91,Martin Laird,66,61.26,533,870
89,91,Kyle Stanley,87,61.26,710,"1,159"
91,93,Josh Teater,90,61.22,750,"1,225"
91,93,Lee Westwood,57,61.22,480,784
93,95,Jhonattan Vegas,77,61.16,641,"1,048"
94,96,Michael Putnam,106,61.08,868,"1,421"
94,96,Scott Langley,95,61.08,791,"1,295"
96,98,Wes Roach,67,61.05,536,878
97,99,Brian Harman,111,60.96,943,"1,547"
98,100,Louis Oosthuizen,50,60.90,391,642
99,101,James Hahn,82,60.83,677,"1,113"
100,103,Vijay Singh,83,60.66,703,"1,159"
101,104,Paul Casey,56,60.49,473,782
102,102,Bubba Watson,76,60.47,618,"1,022"
103,105,Stuart Appleby,92,60.42,757,"1,253"
104,107,Brad Fritsch,50,60.24,403,669
105,111,Pat Perez,84,60.05,702,"1,169"
106,113,Camilo Villegas,95,59.95,795,"1,326"
106,113,Harris English,95,59.95,771,"1,286"
108,108,Rickie Fowler,91,59.93,712,"1,188"
108,112,Rory McIlroy,66,59.93,537,896
108,115,Gonzalo Fernandez-Castaño,83,59.93,688,"1,148"
111,109,Justin Rose,70,59.92,568,948
112,116,David Lingmerth,80,59.83,633,"1,058"
113,117,John Rollins,84,59.80,668,"1,117"
114,118,Bronson La'Cassie,51,59.76,392,656
115,119,Chad Collins,78,59.67,614,"1,029"
116,120,Robert Streb,75,59.62,592,993
117,121,Tim Wilkinson,86,59.51,682,"1,146"
117,121,Brendan Steele,89,59.51,707,"1,188"
119,123,Bryce Molder,77,59.49,605,"1,017"
119,110,Gary Woodland,93,59.49,765,"1,286"
121,124,Stewart Cink,91,59.45,755,"1,270"
121,124,Charl Schwartzel,64,59.45,516,868
123,126,Freddie Jacobson,91,59.35,752,"1,267"
124,129,Davis Love III,74,59.04,591,"1,001"
125,130,Charlie Beljan,76,59.02,592,"1,003"
126,131,Luke Guthrie,85,58.99,699,"1,185"
127,132,Kevin Tway,64,58.95,494,838
128,133,Brice Garnett,92,58.91,724,"1,229"
129,134,Carl Pettersson,91,58.79,746,"1,269"
129,127,Jordan Spieth,102,58.79,806,"1,371"
131,106,Jason Day,54,58.72,394,671
132,135,Charley Hoffman,93,58.69,760,"1,295"
133,136,Ryan Palmer,85,58.55,695,"1,187"
134,128,Geoff Ogilvy,84,58.51,653,"1,116"
134,137,Greg Chalmers,85,58.51,660,"1,128"
136,138,Trevor Immelman,84,58.50,654,"1,118"
136,138,Matt Jones,83,58.50,678,"1,159"
138,140,Erik Compton,88,58.48,717,"1,226"
139,141,Ángel Cabrera,69,58.40,563,964
140,142,Phil Mickelson,71,58.01,576,993
141,143,Marc Leishman,81,57.97,647,"1,116"
142,144,Tommy Gainey,73,57.92,556,960
143,145,Charlie Wi,72,57.74,563,975
144,146,Bud Cauley,56,57.54,450,782
145,148,Jeff Overton,80,57.36,608,"1,060"
146,149,Dustin Johnson,58,57.18,458,801
146,149,Robert Garrigus,80,57.18,637,"1,114"
148,151,Chesson Hadley,84,57.01,667,"1,170"
149,152,Johnson Wagner,69,56.95,516,906
150,153,Brooks Koepka,56,56.91,445,782
151,154,Matt Every,85,56.72,671,"1,183"
152,155,Martin Flores,85,56.71,672,"1,185"
153,156,Jim Renner,61,56.50,465,823
154,157,Jonas Blixt,64,56.16,488,869
155,159,Scott Stallings,77,56.04,594,"1,060"
156,160,Retief Goosen,94,55.90,701,"1,254"
157,161,Jason Kokrak,65,55.64,503,904
158,158,Patrick Reed,92,55.59,701,"1,261"
159,162,Rory Sabbatini,82,55.48,602,"1,085"
160,163,Steven Bowditch,93,55.13,715,"1,297"
161,164,Seung-Yul Noh,92,55.02,707,"1,285"
162,165,Ricky Barnes,92,54.85,673,"1,227"
163,166,Andres Romero,81,54.79,589,"1,075"
164,167,J.B. Holmes,86,54.71,656,"1,199"
165,168,Morgan Hoffmann,103,54.09,747,"1,381"
166,169,Jamie Lovemark,64,53.94,452,838
167,170,Sean O'Hair,77,53.73,576,"1,072"
168,171,Tyrone Van Aswegen,79,53.54,583,"1,089"
169,172,Ryo Ishikawa,75,53.26,556,"1,044"
169,172,Ernie Els,85,53.26,588,"1,104"
171,174,Troy Matteson,62,53.09,430,810
172,175,Charles Howell III,106,52.77,780,"1,478"
173,176,Mike Weir,69,52.76,478,906
174,177,James Driscoll,71,52.68,520,987
175,178,Aaron Baddeley,74,52.29,525,"1,004"
176,179,Jimmy Walker,98,51.67,696,"1,347"
177,180,Andrew Loupe,65,50.00,426,852
