RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,# SAVES,# BUNKERS,TOTAL O/U PAR
52,52,Steve Allan,102,53.29,81,152,+48.00
53,53,Kevin Na,88,53.25,82,154,+57.00
54,55,K.J. Choi,78,52.94,72,136,+52.00
54,55,Bernhard Langer,67,52.94,63,119,+42.00
56,57,John Senden,101,52.90,73,138,+36.00
57,58,José Coceres,56,52.69,49,93,+32.00
58,59,Cameron Beckman,96,52.55,72,137,+41.00
59,60,Corey Pavin,77,52.50,63,120,+48.00
60,61,Craig Barlow,81,52.48,53,101,+28.00
61,62,Billy Andrade,83,52.45,75,143,+39.00
62,64,Andrew Magee,82,52.34,67,128,+49.00
63,76,Chris DiMarco,83,52.29,57,109,+40.00
64,65,Len Mattiace,86,52.27,92,176,+76.00
65,63,Charles Howell III,95,52.23,82,157,+49.00
66,54,Fred Funk,102,52.12,86,165,+62.00
67,67,Marco Dawson,82,51.97,66,127,+38.00
68,68,Glen Day,80,51.92,54,104,+30.00
68,66,Sean O'Hair,103,51.92,81,156,+48.00
70,69,Bob Tway,87,51.26,61,119,+42.00
71,75,Billy Mayfair,114,51.20,85,166,+39.00
72,70,Doug Barron,70,51.04,49,96,+28.00
73,71,Carlos Franco,78,51.02,50,98,+28.00
74,72,J.P. Hayes,63,50.98,52,102,+33.00
75,73,Craig Perks,67,50.91,56,110,+42.00
76,74,Aaron Baddeley,84,50.78,65,128,+50.00
77,77,Brendan Jones,81,50.48,53,105,+35.00
78,78,Rich Beem,66,50.47,54,107,+40.00
79,80,Franklin Langham,91,50.39,64,127,+46.00
80,81,D.A. Points,94,50.36,69,137,+46.00
81,97,Tim Herron,100,50.30,84,167,+46.00
82,82,Mario Tiziani,67,50.00,51,102,+36.00
82,82,Glen Hnatiuk,59,50.00,42,84,+30.00
82,82,Hidemichi Tanaka,106,50.00,79,158,+48.00
82,82,Darron Stiles,78,50.00,60,120,+43.00
86,87,Zach Johnson,96,49.65,70,141,+62.00
87,88,Jason Bohn,91,49.60,62,125,+43.00
88,79,Olin Browne,99,49.59,61,123,+54.00
89,89,Arron Oberholser,65,49.54,54,109,+41.00
90,90,Sergio Garcia,73,49.53,53,107,+26.00
91,91,Ryan Palmer,101,49.37,78,158,+60.00
91,91,Matt Kuchar,60,49.37,39,79,+27.00
93,93,Tag Ridings,93,49.25,66,134,+44.00
94,94,Tom Byrum,83,49.11,55,112,+54.00
95,82,Stuart Appleby,84,49.09,54,110,+43.00
96,95,Jonathan Byrd,103,49.08,80,163,+52.00
97,96,Brenden Pappas,51,49.06,26,53,+21.00
98,98,J.L. Lewis,98,48.87,65,133,+39.00
99,99,Rod Pampling,89,48.78,60,123,+40.00
100,100,Mark Brooks,72,48.72,57,117,+65.00
101,101,Brad Faxon,75,48.70,56,115,+44.00
102,102,John Daly,78,48.67,55,113,+47.00
103,103,Justin Bolli,65,48.65,54,111,+40.00
104,104,Dan Forsman,52,48.61,35,72,+19.00
105,105,Scott Hend,75,48.57,68,140,+32.00
106,106,Steve Stricker,62,48.48,48,99,+45.00
107,107,Mark Hensby,70,48.45,47,97,+45.00
108,108,Todd Fischer,99,48.37,74,153,+49.00
109,109,Vaughn Taylor,99,48.30,71,147,+46.00
110,110,Bob Estes,92,48.28,70,145,+50.00
111,111,Dudley Hart,84,48.21,54,112,+46.00
112,112,Ian Poulter,62,48.18,53,110,+49.00
113,113,Heath Slocum,103,48.06,62,129,+54.00
113,113,Tom Gillis,77,48.06,62,129,+49.00
115,115,Robert Gamez,91,48.00,72,150,+60.00
116,116,Danny Briggs,70,47.90,57,119,+49.00
117,117,D.J. Trahan,81,47.83,55,115,+26.00
118,118,Greg Owen,84,47.79,65,136,+42.00
119,119,Kent Jones,99,47.74,74,155,+56.00
120,120,Hideto Tanihara,50,47.62,40,84,+37.00
120,120,Jeff Hart,63,47.62,40,84,+35.00
120,122,David Toms,87,47.62,50,105,+37.00
123,123,Robert Allenby,95,47.41,55,116,+37.00
124,124,Neal Lancaster,95,47.40,73,154,+47.00
125,126,Ted Purdy,122,47.34,89,188,+59.00
126,,Padraig Harrington,50,47.06,32,68,+19.00
127,125,Paul Gow,78,46.97,62,132,+42.00
128,127,Jay Williamson,53,46.88,45,96,+29.00
129,128,Paul Azinger,66,46.85,52,111,+50.00
130,129,Steve Elkington,67,46.67,49,105,+39.00
131,130,Tim Petrovic,97,46.62,69,148,+61.00
132,131,Michael Allen,90,46.48,66,142,+48.00
133,132,Tom Pernice Jr.,111,46.47,79,170,+61.00
134,133,Hunter Haas,83,46.32,63,136,+50.00
135,134,Woody Austin,100,46.06,76,165,+72.00
136,135,Hank Kuehne,84,46.00,69,150,+61.00
137,136,Chris Anderson,66,45.95,51,111,+53.00
138,137,Bob Heintz,67,45.90,56,122,+49.00
139,138,Tom Lehman,69,45.79,49,107,+47.00
139,138,Jeff Maggert,79,45.79,49,107,+38.00
141,140,John Huston,90,45.58,67,147,+59.00
142,141,Tommy Armour III,103,45.52,61,134,+54.00
143,142,Matt Gogel,78,45.38,59,130,+73.00
144,143,Jerry Kelly,101,45.26,62,137,+54.00
145,144,Bo Van Pelt,112,45.06,73,162,+45.00
146,145,Michael Long,72,44.95,49,109,+43.00
146,145,Dennis Paulson,63,44.95,49,109,+48.00
148,147,Steve Lowery,100,44.87,70,156,+45.00
149,148,Will MacKenzie,75,44.58,37,83,+35.00
150,149,Alex Cejka,84,44.44,60,135,+45.00
151,159,Chad Campbell,95,44.37,63,142,+50.00
152,150,Jay Haas,54,44.32,39,88,+43.00
153,151,Arjun Atwal,65,44.25,50,113,+37.00
154,152,John Cook,72,44.17,53,120,+49.00
155,153,Matt Davidson,53,44.09,41,93,+44.00
156,154,Nick Watney,91,43.85,57,130,+40.00
157,155,Jim Carter,62,43.81,46,105,+56.00
158,156,Skip Kendall,80,43.75,56,128,+65.00
159,157,Scott Gutschewski,86,43.59,51,117,+36.00
160,158,Todd Hamilton,94,43.45,63,145,+74.00
161,160,Kevin Stadler,96,43.23,67,155,+79.00
162,161,Duffy Waldorf,86,43.20,54,125,+55.00
163,162,Hunter Mahan,103,42.86,69,161,+65.00
163,162,Brett Wetterich,76,42.86,48,112,+34.00
165,164,Rocco Mediate,73,42.71,41,96,+46.00
166,165,Paul Claxton,79,42.64,55,129,+51.00
167,166,Lucas Glover,88,41.96,60,143,+52.00
168,167,Jesper Parnevik,84,41.91,57,136,+59.00
169,168,Peter Lonard,85,41.67,55,132,+61.00
169,168,Chris Smith,93,41.67,55,132,+52.00
171,171,Briny Baird,98,41.55,59,142,+67.00
172,172,Jeff Brehaut,71,41.46,34,82,+35.00
173,174,Bart Bryant,91,41.35,55,133,+58.00
174,173,J.J. Henry,102,41.01,57,139,+49.00
175,174,Joey Sindelar,104,40.94,61,149,+67.00
176,170,Kenny Perry,82,40.86,38,93,+35.00
177,176,Ben Curtis,65,40.52,47,116,+69.00
178,177,John Rollins,97,40.49,66,163,+60.00
179,178,Frank Lickliter II,100,40.41,59,146,+70.00
180,179,Jason Allred,75,40.30,54,134,+54.00
181,180,Harrison Frazar,105,40.26,62,154,+70.00
182,181,Jonathan Kaye,77,40.18,45,112,+52.00
183,182,Mathias Grönberg,60,39.77,35,88,+31.00
184,183,Joe Durant,81,39.67,48,121,+44.00
185,184,Scott McCarron,78,39.46,58,147,+67.00
186,185,Brian Bateman,98,39.39,52,132,+60.00
186,185,Steve Jones,56,39.39,39,99,+52.00
188,195,Adam Scott,72,39.29,33,84,+45.00
189,187,Thomas Levet,54,39.24,31,79,+42.00
190,188,Shaun Micheel,81,39.00,39,100,+46.00
191,189,Charles Warren,89,38.76,50,129,+50.00
192,190,Roland Thatcher,75,38.61,39,101,+35.00
193,191,Rob Rashell,65,37.74,40,106,+53.00
194,192,John Elliott,58,37.38,40,107,+53.00
195,193,David Hearn,68,37.23,35,94,+42.00
196,194,Bradley Hughes,52,36.78,32,87,+42.00
197,196,D.J. Brigman,76,35.85,38,106,+58.00
198,198,Brandt Jobe,96,35.51,49,138,+62.00
199,197,Lee Westwood,50,35.48,22,62,+40.00
200,199,Bill Glasson,54,34.33,23,67,+42.00
201,200,Patrick Sheehan,114,34.32,58,169,+90.00
202,201,Joey Snyder III,102,32.47,50,154,+73.00
