RANK THIS WEEK,RANK LAST WEEK,PLAYER NAME,ROUNDS,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS
160,162,J.J. Killeen,101,56.09,728,"1,298"
161,157,Scott Piercy,95,56.06,745,"1,329"
162,164,Marco Dawson,60,56.04,422,753
163,163,Edward Loar,59,56.01,415,741
164,160,John Daly,50,55.78,357,640
165,165,Tommy Gainey,98,55.63,761,"1,368"
166,167,Matt Jones,53,55.49,379,683
167,158,Robert Karlsson,54,55.22,402,728
168,166,Marc Leishman,84,55.20,647,"1,172"
169,169,Andres Romero,68,54.90,459,836
170,170,Harrison Frazar,56,54.68,415,759
171,175,Charles Howell III,98,54.60,748,"1,370"
172,168,Gary Woodland,70,54.55,527,966
173,171,J.B. Holmes,90,54.40,624,"1,147"
174,173,Phil Mickelson,79,54.31,599,"1,103"
175,174,Aaron Baddeley,73,54.30,549,"1,011"
176,172,Jason Kokrak,79,53.92,564,"1,046"
177,176,Martin Flores,95,53.58,696,"1,299"
178,180,Stewart Cink,71,53.43,499,934
179,177,Ryo Ishikawa,54,53.28,357,670
180,178,Jhonattan Vegas,77,53.09,558,"1,051"
181,179,Jimmy Walker,101,52.74,742,"1,407"
182,184,Troy Matteson,100,52.67,690,"1,310"
183,181,Troy Kelly,68,52.60,455,865
184,183,Jason Day,57,52.48,402,766
185,185,Matt Bettencourt,80,52.29,525,"1,004"
186,188,Mark Anderson,75,52.23,504,965
187,186,Derek Lamely,64,52.08,450,864
188,182,Michael Bradley,63,51.88,428,825
189,187,James Driscoll,83,51.32,564,"1,099"
190,189,Stephen Gangluff,57,49.93,356,713
191,190,Daniel Chopra,55,47.27,337,713
